,name,url_x,survival,attack_x,skill_attack,difficulty,skill_0,skill_0_cooling,skill_0_cost,skill_0_desc,skill_1,skill_1_cooling,skill_1_cost,skill_1_desc,skill_2,skill_2_cooling,skill_2_cost,skill_2_desc,skill_3,skill_3_cooling,skill_3_cost,skill_3_desc,搭配英雄1,搭配英雄2,压制英雄1,压制英雄2,被压制英雄1,被压制英雄2,HP,HP_recover,MP,MP_recover,attack_y,attack_rank,cooling_reduce,crit_effect,crit_rate,defense,injury_reduction_rate,magic_attack,magic_defense,magic_injury_reduction_rate,magic_sunder_armor,magic_vampire,speed,speed_up,sunder_armor,tag_1,tag_2,tag_3,toughness,url_y,vampire,weapon_1,weapon_2,weapon_3,weapon_4,weapon_5,weapon_6
41,牛魔,http://pvp.qq.com/web201605/herodetail/168.shtml,70,40,50,50,强力援护,0,0,被动：当牛魔附近500范围内有友方英雄时，牛魔和范围内血量最少的友方英雄会获得200点物理防御和法术防御,咆哮之斧,6,55,牛魔向指定方向以大斧横劈，对范围内的敌人造成250/300/350/400/450/500（+110%物理加成）点物理伤害，同时敌方英雄将减少15%的物理攻击力和法术攻击力，持续3秒；如果命中敌方英雄，牛魔下一次普通攻击或技能将额外造成200点法术伤害,横行霸道,10/9,80,牛魔朝指定方向冲锋，对路径上的敌人造成450/530/610/690/770/850（+90%物理加成）点物理伤害并击飞0.75秒；敌人落地后会减少90%移动速度，持续1秒,山崩地裂,40/35/30,150,牛魔短暂蓄力后向指定方向以巨斧猛力劈开大地，对范围内敌人造成550/700/850（+130%物理加成）点物理伤害并将其击飞1秒；同时被劈开的大地被撕裂5秒，对处于其中的敌人每0.5秒造成80/100/120（+20%物理加成）点物理伤害并减少其50%移动速度,马可波罗,高渐离,王昭君,墨子,花木兰,貂蝉,3537,55,0,0,156,近程,0%,200%,0,109,20.8%,0,50,7.6%,0,0,380,0,0,突进,坦克,,0,http://news.17173.com/z/pvp/yxtj/nm/index.shtml,0,抵抗之靴,不详征兆,魔女斗篷,极寒风暴,霸者重装,贤者的庇护
42,孙悟空,http://pvp.qq.com/web201605/herodetail/167.shtml,50,80,50,40,大圣神威,0,0,被动：孙悟空每次释放技能后下一次普通攻击变更为强力敲击，强力敲击会冲锋至目标身旁并抡起金箍棒敲打造成370（+100%物理加成）点物理伤害，该伤害可全额享受暴击收益。孙悟空天生拥有20%暴击几率，但初始只能造成150%暴击伤害,护身咒法,12/11,70,孙悟空念起护身咒，护身咒可为孙悟空抵挡一次敌方技能，护身咒最多持续1.5秒；若成功抵挡，孙悟空将获得0.2秒的无敌效果以及抵免500/600/700/800/900/1000（+150%物理加成）点伤害的护盾，持续4秒。开启技能时自身增加40%移动速度，持续1秒,斗战冲锋,8/7,50,孙悟空向指定方向冲锋，如果冲锋路径上遭遇敌人会借力腾空跳跃；释放普通攻击或技能可中断跳跃,如意金箍,40/35/30,100,孙悟空将变大的金箍棒直插入地，对范围内敌人造成150/190/230（+50%物理加成）点物理伤害并将其晕眩1秒。同时范围内敌人获得3层印记；孙悟空的普通攻击命中带有印记的敌人将消耗1层印记并额外造成270/405/540点物理伤害。,墨子,王昭君,妲己,马可波罗,芈月,项羽,3293,50,430,15,167,近程,0,150%,20%,94,13.5%,0,50,7.6%,0,0,380,0,0,突进,团控,,0,http://news.17173.com/z/pvp/yxtj/swk/index.shtml,0,无尽战刃,抵抗之靴,冰痕之握,泣血之刃,破甲弓,破军
43,亚瑟,http://pvp.qq.com/web201605/herodetail/166.shtml,80,30,50,20,圣光守护,0,0,被动：亚瑟获得圣光守护，每2秒回复2%的最大生命值,誓约之盾,10/9/8/7/6/5,0,亚瑟增加30%移动速度，持续3秒，下一次普通攻击变更为跳斩，跳斩会造成180/205/230/255/280/305（+100%物理加成）点物理伤害并将目标沉默1秒，同时跳斩命中的敌方英雄会被标记，持续5秒，亚瑟的普通攻击和技能会额外造成目标最大生命值1%的法术伤害；标记附近的友军会增加10%的移动速度,回旋打击,12/11,0,亚瑟召唤圣盾围绕自身旋转，对路径上的敌人会造成145/163/181/199/217/235（+80%物理加成）点物理伤害，圣盾最多持续5秒,圣剑裁决,42/35/28,0,亚瑟举起圣剑跃向敌方英雄，造成敌方英雄最大生命12/16/20%法术伤害并将其击飞0.5秒；同时召唤圣印覆盖落点范围，持续5秒，圣印会对范围内敌人造成每秒85/105/125点法术伤害,鲁班七号,阿轲,韩信,阿轲,项羽,孙尚香,3622,55,0,0,164,近程,0,200%,0,98,14.1%,0,50,7.6%,0,0,390,0,0,战士,肉盾,,0,http://news.17173.com/z/pvp/yxtj/ys/index.shtml,0,红莲斗篷,影刃之足,反伤刺甲,不死鸟之眼,霸者重装,不祥征兆
44,橘右京,http://pvp.qq.com/web201605/herodetail/163.shtml,50,60,50,50,秘剑胧刀,5,0,被动：橘右京将下一次普攻将进行一次强力拔刀斩，对前方敌人造成130%物理加成物理伤害并减少50%移动速度，持续2秒；拔刀斩每5秒可准备1次；对处于攻击边缘的敌人将承受50%的额外伤害.,燕返,7,0,橘右京跃向后方，同时向前方挥刀，对附近的敌人造成200/240/280/320/360/400（+145%物理加成）点物理伤害，若成功命中一名敌方单位，可激活二段使用,居合,10/9,0,"橘右京向指定方向快速拔刀，对路径上的第一个敌人造成330/375/420/465/510/555（+212%物理加成）点物理伤害，对路上的其余敌人造成的伤害将衰减50%,并将路径末端的敌人眩晕0.75秒",细雪,12/11,0,橘右京向指定方向连续拔刀四次，每次命中造成100/150/200（+70%物理加成）点物理伤害并且每次命中敌方英雄，自身将回复70/100/130（+35%物理加成）点生命值（命中非英雄单位效果减半）,赵云,杨戬,孙悟空,鲁班七号,孙尚香,王昭君,3150,48,0,0,165,近程,0,200%,0,96,13.7%,0,50,7.6%,0,0,390,0,0,战士,突进,,0,http://news.17173.com/z/pvp/yxtj/jyj/index.shtml,0,暗影战斧,影刃之足,反伤刺甲,不死鸟之眼,破甲弓,贤者的庇护
45,娜可露露,http://pvp.qq.com/web201605/herodetail/162.shtml,30,80,60,40,流刀舞术,0,0,被动：娜可露露的技能命中敌人时，下一次普通攻击变更为强化攻击，强化攻击会额外造成80（+100%额外物理加成）的物理伤害。,飞鹰攻击,10/9,70,娜可露露召唤玛玛哈哈向指定方向攻击敌人，造成350/400/450/500/550/600（+155%额外物理加成）点物理伤害，并对敌人施加鹰眼标记；娜可露露的其它伤害可以触发印记，对敌人造成最大生命值8%物理伤害；每40点额外物理攻击额外增幅1%；触发印记飞鹰攻击会减少3秒冷却时间并恢复35点法力值,风之刃,6,50,娜可露露向指定方向冲刺，对路径上的敌人造成350/420/490/560/630/700（+170%额外物理加成）点物理伤害，每命中一名敌方英雄将回复250/300/350/400/450/500（+100%额外物理加成）点生命值。该技能命中野怪时，造成的伤害提升50%，同时回复自身的生命值，回复量为命中英雄时的30%,飞鹰急袭,12,120,娜可露露召唤玛玛哈哈并肩作战，立即增加50%的移动速度，持续6秒，该效果会持续衰减；再次释放飞鹰急袭，娜可露露将朝指定区域发起进攻，对敌人造成600/850/1100（+265%额外物理加成）点物理伤害并减少50%移动速度，持续3秒；受到冲击的敌人将减少30%伤害输出，持续3秒,钟馗,白起,后羿,干将莫邪,项羽,张良,3239,38,0,0,173,近程,0%,200%,0,86,11.1%,0,50,7.6%,0,0,380,0,0,突进,刺客,,0,http://news.17173.com/z/pvp/yxtj/nkll/index.shtml,0,巨人之握,抵抗之靴,暗影战斧,冰痕之握,魔女斗篷,破军
46,张良,http://pvp.qq.com/web201605/herodetail/156.shtml,30,10,80,60,言灵·咒令,0,0,被动：张良对任一敌人造成的相邻两次普攻或技能伤害的时间间隔若小于1.5秒，这两次伤害的间隔时间被视为“连续攻击状态”，该状态每积累满1.2秒，会使该敌人额外承受140（+50%法术加成）点真实伤害，该伤害随英雄等级每级成长10点,言灵·壁垒,11/10,80,张良以言灵之术召唤4道并列的法术壁垒，敌人触碰壁垒将受到400/450/500/550/600/650（+75%法术加成）点法术伤害、0.75秒晕眩和之后0.5秒50%减速，并撞碎这块壁垒。重复触碰壁垒的敌人受到的伤害衰减50%，不再承受晕眩效果，但会承受1.25秒50%减速效果,言灵·命数,2,80,张良以言灵之术召唤侵蚀法阵，法阵每0.5秒对踏入其中的敌人之一造成120/144/168/192/216/240（+17%法术加成）点法术伤害，同时最多存在2个法阵(法阵对小兵野怪额外造成50%伤害)。法阵每12秒存储一次（受到减CD属性影响），最多存储3次，每个法阵持续5.5秒。张良在法阵中提升60点移动速度。法阵可提供视野。,言灵·操纵,40/35/30,130,张良以言灵之术抓住一名敌方英雄，持续2秒，期间每0.5秒造成120/150/180（+15%法术加成）点法术伤害，并持续支配对方。技能完整释放后，还会在目标身下生成一个法术区域，对踏进其中的敌人造成240/300/360（+30%法术加成）点法术伤害和0.75秒晕眩,后羿,白起,吕布,王昭君,干将莫邪,诸葛亮,3027,43,490,18,170,远程,0,200%,0,87,12.6%,10,50,7.6%,0,0,340,0,0,控制,法师,,0,http://news.17173.com/z/pvp/yxtj/zl/index.shtml,0,冰霜法杖,秘法之靴,噬神之书,博学者之怒,痛苦面具,贤者之书
47,花木兰,http://pvp.qq.com/web201605/herodetail/154.shtml,50,70,50,80,长城巡守者,0,0,被动：花木兰使用轻剑时，增加40点移动速度，并且普通攻击和技能伤害将会对敌方英雄叠加平衡印记，持续5秒；叠加满5层后将触发印记，造成200%物理加成点物理伤害，同时将该目标沉默并减少其50%移动速度，持续1秒；花木兰使用重剑时，普通攻击的基础攻击速度会降低，但造成的伤害会增加50%；并且释放技能过程中将处于霸体状态并减少40%所受到的伤害,空裂斩,8/7,0,花木兰冲锋后向指定方向挥砍，对命中的目标造成80/90/100/110/120/130（+43%物理加成）点物理伤害；如果该技能命中目标，可在5秒内发起第二次空裂斩,旋舞之华,12,0,花木兰向指定方向投掷轻剑，对路径上的敌人造成180/200/220/240/260/280（+90%物理加成）点物理伤害，轻剑会在终点旋转3秒，对范围内敌人每0.5秒造成72（+36%物理加成）点物理伤害并减少50%移动速度，持续1秒；拾起轻剑会减少5秒旋舞之华的冷却时间,绽放刀锋,6,0,花木兰拔出重剑横扫，对附近的敌人造成200/280/360（+110%物理加成）点物理伤害，同时增加60点攻击力，持续5秒；拔出重剑后，会使用重剑技能,庄周,刘邦,鲁班七号,墨子,牛魔,诸葛亮,2886,44,100,0,170,近程,0,200%,0,86,12.5%,0,50,7.6%,0,0,380,0,0,战士,突进,收割,0,http://news.17173.com/z/pvp/yxtj/hml/index.shtml,0,巡守利斧,影忍之足,暗影战斧,反伤刺甲,名刀·司命,破军
48,兰陵王,http://pvp.qq.com/web201605/herodetail/153.shtml,40,80,40,50,秘技·极意,0,0,被动：兰陵王朝敌方英雄移动时会增加20%移动速度,秘技·分身,5,50,兰陵王以拳刃挥砍身边敌人，造成215/260/305/350/395/440（+85%物理加成）点物理伤害，同时召唤出影分身随机攻击附近一名敌人，影分身会造成等量的伤害,秘技·影蚀,9,60,兰陵王向指定方向投射暗影匕首，造成165/186/207/228/249/270（+57%物理加成）点物理伤害并减少其90%移动速度，持续2秒；匕首命中的敌人会被标记，持续3秒，期间再次受到兰陵王攻击将晕眩1秒并使兰陵王回复140/168/196/224/252/280（+50%物理加成）点生命值；标记消失时该目标还会受到已损失生命值24%物理伤害,秘技·暗袭,30/27/24,100,向指定方向冲锋并对路径上敌人造成660/830/1000（+188%物理加成）点物理伤害,宫本武藏,诸葛亮,鲁班七号,李白,项羽,张良,3292,52,450,19,171,近程,0,200%,0,85,12.4%,0,50,7.6%,0,0,400,0,0,刺客,隐身,突进,0,http://news.17173.com/z/pvp/yxtj/llw/index.shtml,0,暗影战斧,影刃之足,冰痕之握,不祥征兆,魔女斗篷,贤者的庇护
49,韩信,http://pvp.qq.com/web201605/herodetail/150.shtml,20,70,30,80,杀意之枪,0,0,被动：韩信的第四次普通攻击会将敌人击飞0.5秒；韩信释放技能命中目标后会增加50％攻击速度,无情冲锋,9/8,55,韩信持枪向指定目标周围发起冲锋，冲锋会对范围内目标造成250/270/290/310/330/350（+85％物理加成）点物理伤害并将范围内敌人击飞0.8秒；冲锋后5秒内可发动第二次冲锋，但不会击飞敌人,背水一战,5,80,韩信向后跳跃并使下一次普通攻击变更为横扫攻击，持续3秒，横扫会对范围内敌人造成180/200/220/240/260/280(+100％物理加成）点物理伤害,国士无双,36/30/24,140,韩信朝指定方向乱舞四次长枪，对命中的敌人每次造成250/300/350(+85％物理加成）点物理伤害；最后一次攻击会将范围内的敌人击飞0.5秒；乱舞期间韩信处于霸体状态并获得30%伤害减免,赵云,墨子,露娜,李白,项羽,张良,2988,45,430,15,172,近程,0,200%,0,92,13.2%,0,50,7.6%,0,0,380,0,0,刺客,突进,推进,0,http://news.17173.com/z/pvp/yxtj/hx/index.shtml,0,巨人之握,抵抗之靴,泣血之刃,宗师之力,无尽战刃,名刀·司命
50,刘邦,http://pvp.qq.com/web201605/herodetail/149.shtml,80,40,60,50,君主野望,0,0,被动：刘邦第三次普通攻击将附带最大生命值4-8%的法术伤害，增加幅度随英雄等级成长，该效果无法对机关造成伤害,霸业之盾,10,75,刘邦开启护盾将自身笼罩，持续5秒，护盾可抵免500/650/800/950/1100/1250（+168）（最大生命值的5/6/7/8/9/10%）点伤害，结束时对周围造成400/520/640/760/880/1000（+134）（最大生命值的4/4/5/6/7/8%）点法术伤害；2秒后再次施放可立即结束护盾，若护盾被击破，则不会造成伤害,双重恐吓,10/9,70,刘邦蓄力后挥剑冲锋300-500距离，对路径上敌人造成150/180/210/240/270/300~600（+60%物理加成）点法术伤害和0.5-1秒晕眩效果，冲锋距离、攻击伤害和晕眩时长和蓄力时间成正比。蓄力达2秒后各效果强度达到上限，最多可保存蓄力状态5秒，蓄力期间若取消或被打断，该技能会执行40%冷却时间,统御战场,70/65/60,140,刘邦指定一名队友并开始原地吟唱，持续2.2秒，期间刘邦和该队友将减少40%所受到的伤害，并且1技能损人利己将以援护队友作为添加护盾目标；吟唱后刘邦将传送到该队友位置；传送后刘邦增加30%移动速度，持续1.5秒；同时会生成一个跟随自身的法术场，法术场为范围内队友提供60/105/150点物理防御和法术防御，持续6秒,貂蝉,高渐离,宫本武藏,兰陵王,牛魔,吕布,3369,58,470,17,158,近程,0,200%,0,125,17.2%,0,50,7.6%,0,0,360,0,0,突进,团控,,0,http://news.17173.com/z/pvp/yxtj/liubang/index.shtml,0,红莲斗篷,影刃之足,极寒风暴,魔女斗篷,霸者重装,贤者的庇护
51,露娜,http://pvp.qq.com/web201605/herodetail/146.shtml,50,40,70,90,月光之舞,0,0,被动：露娜对新目标的第一次普通攻击会向敌人发起冲锋；露娜的第三次普通攻击将会额外造成150（+35%法术加成）点法术伤害并标记敌人，但无法标记机关，该伤害随英雄等级每级成长10点。露娜每1点法术攻击将提升0.03%攻击速度,弦月斩,5,50,露娜向指定方向挥出一道月光冲击波，对命中的敌人造成350/430/510/590/670/750（+51%法术加成）点法术伤害并标记敌人,炙热剑芒,8,50,露娜将剑插入大地，以炙热剑芒牵引附近的敌人靠近自己造成120/135/150/165/180/195（+31%法术加成）点法术伤害并眩晕0.5秒，同时获得可抵免400/480/560/640/720/800（+80%法术加成）点伤害的护盾并减少其50%移动速度，持续2秒；同时会标记被牵引的敌人,新月突击,25/20/15,80,露娜向指定方向发起突击，对路径上敌人造成500/625/750（+60%法术加成）点法术伤害；如果露娜命中了被标记的敌人，将会刷新新月突击的冷却时间,庄周,孙膑,虞姬,鲁班七号,张良,钟馗,3021,52,450,16,163,近程,0,200%,0,102,14.5%,0,50,7.6%,0,0,380,0,0,法师,突进,爆发,0,http://news.17173.com/z/pvp/yxtj/ln/index.shtml,0,符文大剑,抵抗之靴,噬神之书,痛苦面具,不详征兆,贤者的庇护
52,程咬金,http://pvp.qq.com/web201605/herodetail/144.shtml,90,50,50,10,舍生忘死,0,0,被动：程咬金每损失1%最大生命值获得额外3～7点物理攻击力，增加幅度随英雄等级成长，并且程咬金释放普通技能会消耗当前8%的最大生命值，大招消耗16%的当前生命值；每次释放技能还会回复6%已损失生命值，回复过程持续3秒,爆裂双斧,15/14,0,程咬金向指定目标位置猛力一跃并挥动双斧斩击，对范围内敌人造成120/155/190/225/260/295（+50%物理加成）点物理伤害并造成50%的减速效果，持续2秒；被动：程咬金的普通攻击命中敌方英雄会减少1秒爆裂双斧的冷却时间。,激热回旋,5,0,程咬金转动双斧劈砍敌人，对范围内的敌人造成两段伤害，每段造成125/150/175/200/225/250（+60%物理加成）点物理伤害。,正义潜能,30,0,程咬金迸发正义热情，每秒回复8%最大生命，同时增加移动速度30%，持续5秒。,花木兰,高渐离,鲁班七号,妲己,花木兰,孙尚香,3437,57,0,0,161,近程,0,200%,0,125,17.2%,0,50,7.6%,0,0,380,0,0,坦克,回复,,0,http://news.17173.com/z/pvp/yxtj/cyj/index.shtml,0,红莲斗篷,影忍之足,不死鸟之眼,反伤刺甲,魔女斗篷,霸者重装
53,安琪拉,http://pvp.qq.com/web201605/herodetail/142.shtml,40,10,80,40,咒术火焰,0,0,被动：安琪拉的技能会灼烧敌人，每层灼烧效果会造成11（+2%法术加成）点法术伤害，灼烧效果最多叠加10层,火球术,6,50,安琪拉召唤5颗火球朝指定位置攻击，每颗火球对敌人造成350/390/430/470/510/550（+30%法术加成）点法术伤害，当多颗火球命中同一目标时，从第二颗火球开始将只造成30%伤害，当火球命中敌方英雄时会停止移动并销毁,混沌火种,10/9,60,安琪拉朝指定方向释放混沌火种，火种会在命中敌人或飞行到最远距离时裂变为火焰漩涡，火焰漩涡会继续缓慢的向前飞行并且每0.5秒对周围的敌人造成130/145/160/175/190/205（+17%法术加成）点法术伤害，持续3秒；同时范围内的敌人会减少50%移动速度，持续1.5秒；当火种直接命中敌人时还会将其晕眩1秒,炽热光辉,20,100,安琪拉引导魔力朝指定方向释放炽热光辉，持续3秒，对触碰的敌人每0.3秒造成150/190/230（+21%法术加成）点法术伤害并获得可抵免600/900/1200（+80%法术加成）点伤害的炽热护盾，护盾存在期间不会受到控制效果，施法1秒后再次释放该技能可以取消引导,钟馗,白起,鲁班七号,后羿,韩信,兰陵王,3323,47,490,17,170,远程,0,200%,0,83,12.1%,0,50,7.6%,0,0,360,0,0,远程消耗,法师,,0,http://news.17173.com/z/pvp/yxtj/aql/index.shtml,0,回响之杖,秘法之靴,痛苦面具,博学者之怒,虚无法杖,贤者的庇护
54,貂蝉,http://pvp.qq.com/web201605/herodetail/141.shtml,40,20,70,60,语·花印,0,0,被动：貂蝉的技能命中会为敌人叠加花之印记，持续8秒，叠加满4层后印记触发，回复自身100点生命，同时会对周围敌人造成160（+64％法术加成）点真实伤害并减少其90％移动速度，持续3秒,落·红雨,5,50,貂蝉向指定方向挥出花球，花球飞出一段时间后会返回貂蝉手中，挥出和返回会对路径上的敌人造成180/220/260/300/340/380(+57％法术加成）点法术伤害,缘·心结,10,50,貂蝉瞬间消失并立即出现在指定位置，同时会散发3枚花球攻击附近的敌人，每枚造成140/155/170/185/200/215(+24％法术加成）点法术伤害，如果花球命中敌人，还会减少4秒缘·心结的冷却时间,绽·风华,40/35/30,80,貂蝉绽放风华在原地结成法阵，法阵生成及消失时都将造成210/245/280（+50％法术加成）点法术伤害，当貂蝉处于法阵范围内，落·红雨和缘·心结会获得额外的冷却缩减,庄周,白起,露娜,张飞,张良,花木兰,3019,43,490,17,167,远程,0,200%,0,87,12.6%,10,50,7.6%,0,0,340,0,0,突进,法师,高爆发,0,http://news.17173.com/z/pvp/yxtj/dc/index.shtml,0,噬神之书,影刃之足,痛苦面具,冰封之心,魔女斗篷,莫学者之怒
55,关羽,http://pvp.qq.com/web201605/herodetail/140.shtml,60,60,60,80,一骑当千,0,0,被动：关羽每主动移动100距离将增加2％移动速度；持续移动达到2000距离时会进入冲锋姿态；当关羽的移动速度被减少至375点以下或受到控制效果时将退出冲锋姿态；关羽面朝敌方移动时将增加20％移动速度；冲锋姿态：关羽的普通攻击会击退敌人并附带10％最大生命值的物理伤害,单刀赴会,8/7,0,关羽旋转大刀队附近的敌人造成215/430/645/860/1075/1290（+127％物理加成）点物理伤害；冲锋姿态：关羽向前发起冲锋造成（100％物理加成）（10％最大生命值）点物理伤害，并在结束时向前劈砍，造成250/500/750/1000/1250/1500（+150％物理加成）点物理伤害,青龙偃月,14,0,关羽清啸一声，解除自身控制效果并增加30％移动速度，持续2秒；冲锋姿态：关羽清啸一声，解除自身控制效果并向前跃击敌人将其击退，造成335/470/605/740/875/1010(+112％物理加成）点物理伤害,刀锋铁骑,70/60/50,0,关羽激发潜能，将减少50％的冲锋准备距离，持续10秒；冲锋姿态：关羽将召唤铁骑向前方突击撞退敌人，并造成（+100％物理加成）（+10％最大生命值）点物理伤害,庄周,大乔,干将莫邪,黄忠,孙尚香,孙膑,3322,51,10,0,170,近程,0,200%,0,101,14.4%,0,50,7.6%,0,0,380,0,0,战士,突进,,0,http://news.17173.com/z/pvp/yxtj/gy/index.shtml,0,抵抗之靴,暴烈之甲,破甲弓,不祥征兆,魔女斗篷,贤者的庇护
56,老夫子,http://pvp.qq.com/web201605/herodetail/139.shtml,60,60,40,30,师道尊严,0,0,被动：老夫子普通攻击命中会增加1点训诫值，最多叠加5点，叠满后会获得强化自身，持续5秒；强化时老夫子会增加60点移动速度和25%攻击速度，同时普通攻击将会附带60点真实伤害，每次攻击能够减少1秒圣人训诫和举一反三的冷却时间,圣人训诫,8,0,老夫子向指定方向挥动戒尺，将范围内的敌人抽到自己身前，造成200/240/280/320/360/400（+80%物理加成）点物理伤害并减少其25%移动速度，持续1秒,举一反三,10,0,老夫子爆发气场，增加25/28/31/34/37/40%移动速度并且减少50/54/58/62/66/70%受到的伤害，持续2秒，同时会反弹英雄的普通攻击，对攻击者造成等量的物理伤害并减少其50%移动速度，持续2秒；反弹会附带普通攻击的法球效果，每个敌人最多被反弹一次；被动：每次普通攻击有25%几率发动两次普通攻击，第二次普通攻击只会造成50%伤害,圣人之威,45/40/35,0,老夫子向指定方向冲锋造成400/500/600（+120%物理加成）点物理伤害，并且会将第一个撞到的敌方英雄捆在明灯上，令其无法离开明灯的范围，持续5秒，期间将减少20%该英雄造成的伤害,大乔,李白,关羽,哪吒,项羽,孙尚香,3370,51,430,16,168,近程,0,200%,0,100,14.2%,0,50,7.6%,0,0,390,0,0,战士,突进,,0,http://news.17173.com/z/pvp/yxtj/lfz/index.shtml,0,贪婪之噬,影刃之足,宗师之力,泣血之刃,不详征兆,贤者的庇护
57,武则天,http://pvp.qq.com/web201605/herodetail/136.shtml,20,10,100,60,天命之女,0,0,被动：武则天脱离战斗后会增加50点移动速度，同时每秒会回复1％最大法力值,女帝辉光,3,60,武则天向指定方向释放能量法球，命中敌人后爆开，对范围内的敌人造成350/400/450/500/550/600（+45％法术加成）点法术伤害；由被动强化的女帝辉光将造成双倍伤害并将目标击飞0.75秒；被动：武则天释放任意两个技能后，女帝辉光会立即冷却并得到强化，持续3秒,女帝威严,8/7,90,武则天的威严不可侵犯，击退附近的敌人并对他们造成250/280/310/340/370/400（+30％法术加成）点法术伤害；如果技能命中敌人，自身会增加30/34/38/42/46/50％移动速度，持续1秒，命中的敌人会减少30/34/38/42/46/50％的移动速度，持续2秒,生杀予夺,80/70/60,150,武则天以女帝权威施行制裁，在所有敌方英雄脚下召唤法阵并引爆，对范围内敌人造成750/925/1100（+75％法术加成）点法术伤害并晕眩1秒，同时获取敌方视野，持续3秒,庄周,达摩,关羽,王昭君,韩信,兰陵王,2860,40,0,0,173,远程,0%,200%,0,95,12.2%,0,50,7.6%,0,0,340,0,0,法师,爆发,,0,http://news.17173.com/z/pvp/yxtj/wzt/index.shtml,0,圣杯,冷静之靴,回响之杖,博学者之怒,痛苦面具,贤者之书
58,项羽,http://pvp.qq.com/web201605/herodetail/135.shtml,90,40,50,30,陷阵之志,90,0,被动：项羽生命低于30%时，自身减少40%所受到的伤害，持续6秒，每90秒最多触发一次；项羽的普通攻击会对目标额外造成其6%最大生命值比例的物理伤害（对小兵/野怪造成300点物理伤害），每个目标每6秒只能触发一次,无畏冲锋,14/13/12/11/10/9,50,项羽向指定方向冲撞，冲撞时触碰到的所有敌人会被一起击退，冲撞结束时项羽还会向前方发动一次挑斩，挑斩会将敌人击飞0.5秒，冲撞和挑斩都会对敌人造成120/144/168/192/216/240（+48%物理加成）点物理伤害，技能命中敌方会减少30%无畏冲锋的冷却时间,破釜沉舟,7,40,项羽发出怒吼，对附近范围内的敌人造成130/154/178/202/226/250（+80%物理加成）点法术伤害，并且会减少30%的移动速度和25/28/31/34/37/40%的伤害输出，持续2秒； 被动：项羽的每1点物理防御会额外增加1.5-2.5点最大生命值（随技能等级成长）,霸王斩,50/45/40,100,项羽朝指定方向蓄力后斩出一道刀气，对路径上的敌人造成500/750/1000（+100%物理加成）点物理伤害，对被枪刃命中的敌人会造成额外66%伤害并将其眩晕1秒；被动：项羽会对等级低于或等于自身的目标造成额外15%的伤害,鲁班七号,花木兰,王昭君,宫本武藏,花木兰,貂蝉,3535,58,420,15,175,近程,0,200%,0,123,17%,0,50,7.6%,0,0,370,0,0,坦克,团控,先手,0,http://news.17173.com/z/pvp/yxtj/xy/index.shtml,0,不详征兆,影刃之足,魔女斗篷,极寒风暴,霸者重装,血魔之怒
59,达摩,http://pvp.qq.com/web201605/herodetail/134.shtml,70,50,20,50,真言·心经,0,0,被动：达摩每次释放技能将会获得真言护体，每层真言增加80点物理防御，最多叠加3层；如果技能命中目标，下两次普通攻击将增加100%攻击速度，并会造成额外的（+30%物理加成）的物理伤害并回复60点生命值,真言·无相,7,45,达摩往前冲刺挥出强力冲拳，对路径上的敌人造成200/240/280/320/360/400（+70%物理加成）点物理伤害并击飞目标0.5秒,真言·明王,10/9,60,达摩快速朝指定方向连续打出五拳，每一拳造成75/90/105/120/135/150（+33%物理加成）点物理伤害并减少目标20/28/36/44/52/60点物理防御，最多叠加5层，持续5秒,真言·普渡,35/30/25,100,达摩向指定方向挥出超强一拳，对附近的敌人造成150/225/300（+45%物理加成）点物理伤害并将敌人向该方向击退；被击退的敌人如果在飞行过程中触碰了地形边缘将会再次受到150/225/300（+45%物理加成）点物理伤害并晕眩1.5秒；成功将敌方击退至地形边缘可再次释放真言·普渡，再次释放时达摩会向指定方向飞踢，对路径上的敌人造成150/225/300（+45%物理加成）点物理伤害并附带目标已损生命值12%的额外伤害,赵云,李白,王昭君,韩信,项羽,貂蝉,3213,51,420,16,171,近程,0,200%,0,95,13.6%,0,50,7.6%,0,0,380,0,0,战士,突进,,0,http://news.17173.com/z/pvp/yxtj/dm/index.shtml,0,红莲斗篷,影刃之足,暗影战斧,魔女斗篷,冰痕之握,不祥征兆
